,year,sex,suicides_no,population,suicides/100k pop,HDI for year,gdp_per_capita,generation,gdp_for_year
15002,2012,0,22,297148,7.4,0.813,14558,2,28119996053.0
15003,2012,0,18,278027,6.47,0.813,14558,0,28119996053.0
15004,2012,0,6,122407,4.9,0.813,14558,4,28119996053.0
15005,2012,0,5,138307,3.62,0.813,14558,4,28119996053.0
15006,2012,1,1,97001,1.03,0.813,14558,3,28119996053.0
15007,2012,0,0,92440,0.0,0.813,14558,3,28119996053.0
15008,2013,1,31,48030,64.54,0.816,15820,5,30254677297.0
15009,2013,1,92,188374,48.84,0.816,15820,0,30254677297.0
15010,2013,1,128,270844,47.26,0.816,15820,2,30254677297.0
15011,2013,1,53,143497,36.93,0.816,15820,4,30254677297.0
15012,2013,1,17,120698,14.08,0.816,15820,4,30254677297.0
15013,2013,0,11,128209,8.58,0.816,15820,5,30254677297.0
15014,2013,0,23,276381,8.32,0.816,15820,0,30254677297.0
15015,2013,0,19,291387,6.52,0.816,15820,2,30254677297.0
15016,2013,0,6,137922,4.35,0.816,15820,4,30254677297.0
15017,2013,0,2,113955,1.76,0.816,15820,4,30254677297.0
15018,2013,1,1,98867,1.01,0.816,15820,3,30254677297.0
15019,2013,0,0,94300,0.0,0.816,15820,3,30254677297.0
15020,2014,1,29,49779,58.26,0.819,16544,5,31335013752.0
15021,2014,1,93,189439,49.09,0.819,16544,0,31335013752.0
15022,2014,1,113,266548,42.39,0.819,16544,2,31335013752.0
15023,2014,1,45,143777,31.3,0.819,16544,4,31335013752.0
15024,2014,1,31,112758,27.49,0.819,16544,4,31335013752.0
15025,2014,0,19,131335,14.47,0.819,16544,5,31335013752.0
15026,2014,0,10,137117,7.29,0.819,16544,4,31335013752.0
15027,2014,0,20,275103,7.27,0.819,16544,0,31335013752.0
15028,2014,0,6,106420,5.64,0.819,16544,4,31335013752.0
15029,2014,0,16,285454,5.61,0.819,16544,2,31335013752.0
15030,2014,0,0,95858,0.0,0.819,16544,3,31335013752.0
15031,2014,1,0,100453,0.0,0.819,16544,3,31335013752.0
15032,2015,1,33,51293,64.34,0.0,14382,5,26972863394.0
15033,2015,1,94,190621,49.31,0.0,14382,0,26972863394.0
15034,2015,1,106,262740,40.34,0.0,14382,2,26972863394.0
15035,2015,1,48,143639,33.42,0.0,14382,4,26972863394.0
15036,2015,1,24,105890,22.67,0.0,14382,4,26972863394.0
15037,2015,0,22,134138,16.4,0.0,14382,5,26972863394.0
15038,2015,0,30,274200,10.94,0.0,14382,0,26972863394.0
15039,2015,0,24,279553,8.59,0.0,14382,2,26972863394.0
15040,2015,0,3,100065,3.0,0.0,14382,4,26972863394.0
15041,2015,0,2,136399,1.47,0.0,14382,4,26972863394.0
15042,2015,1,1,100914,0.99,0.0,14382,3,26972863394.0
15043,2015,0,0,96070,0.0,0.0,14382,3,26972863394.0
15044,1995,1,632,436306,144.85,0.701,2324,0,7870782261.0
15045,1995,1,67,47214,141.91,0.701,2324,1,7870782261.0
15046,1995,1,325,274196,118.53,0.701,2324,5,7870782261.0
15047,1995,1,226,284758,79.37,0.701,2324,2,7870782261.0
15048,1995,1,134,263792,50.8,0.701,2324,2,7870782261.0
15049,1995,0,37,109609,33.76,0.701,2324,1,7870782261.0
15050,1995,0,101,408926,24.7,0.701,2324,5,7870782261.0
15051,1995,0,113,481445,23.47,0.701,2324,0,7870782261.0
15052,1995,0,33,276055,11.95,0.701,2324,2,7870782261.0
15053,1995,0,20,256623,7.79,0.701,2324,2,7870782261.0
15054,1995,1,4,279260,1.43,0.701,2324,4,7870782261.0
15055,1995,0,2,268965,0.74,0.701,2324,4,7870782261.0
15056,1996,1,664,438770,151.33,0.0,2484,0,8385109020.0
15057,1996,1,336,275843,121.81,0.0,2484,5,8385109020.0
15058,1996,1,40,47319,84.53,0.0,2484,1,8385109020.0
15059,1996,1,196,278848,70.29,0.0,2484,2,8385109020.0
15060,1996,1,147,257675,57.05,0.0,2484,2,8385109020.0
15061,1996,0,39,110913,35.16,0.0,2484,1,8385109020.0
15062,1996,0,118,410808,28.72,0.0,2484,5,8385109020.0
15063,1996,0,129,484132,26.65,0.0,2484,0,8385109020.0
15064,1996,0,27,271013,9.96,0.0,2484,2,8385109020.0
15065,1996,0,20,251718,7.95,0.0,2484,2,8385109020.0
15066,1996,1,5,279323,1.79,0.0,2484,4,8385109020.0
15067,1996,0,1,268801,0.37,0.0,2484,4,8385109020.0
15068,1997,1,637,440546,144.59,0.0,3008,0,10120274493.0
15069,1997,1,294,277983,105.76,0.0,3008,5,10120274493.0
15070,1997,1,231,272292,84.84,0.0,3008,2,10120274493.0
15071,1997,1,39,47892,81.43,0.0,3008,1,10120274493.0
15072,1997,1,144,252818,56.96,0.0,3008,2,10120274493.0
15073,1997,0,29,113485,25.55,0.0,3008,1,10120274493.0
15074,1997,0,94,412839,22.77,0.0,3008,5,10120274493.0
15075,1997,0,109,485204,22.46,0.0,3008,0,10120274493.0
15076,1997,0,31,266372,11.64,0.0,3008,2,10120274493.0
15077,1997,0,17,247246,6.88,0.0,3008,2,10120274493.0
15078,1997,0,4,268373,1.49,0.0,3008,4,10120274493.0
15079,1997,1,3,279223,1.07,0.0,3008,4,10120274493.0
15080,1998,1,557,442825,125.78,0.0,3354,0,11240360898.0
15081,1998,1,345,278617,123.83,0.0,3354,5,11240360898.0
15082,1998,1,47,49012,95.89,0.0,3354,1,11240360898.0
15083,1998,1,222,265304,83.68,0.0,3354,2,11240360898.0
15084,1998,1,112,250687,44.68,0.0,3354,2,11240360898.0
15085,1998,0,40,117165,34.14,0.0,3354,1,11240360898.0
15086,1998,0,107,486222,22.01,0.0,3354,0,11240360898.0
15087,1998,0,80,412652,19.39,0.0,3354,5,11240360898.0
15088,1998,0,22,244923,8.98,0.0,3354,2,11240360898.0
15089,1998,0,18,261722,6.88,0.0,3354,2,11240360898.0
15090,1998,1,2,276408,0.72,0.0,3354,4,11240360898.0
15091,1998,0,1,265436,0.38,0.0,3354,4,11240360898.0
15092,1999,1,592,446764,132.51,0.0,3292,0,10972878636.0
15093,1999,1,284,277228,102.44,0.0,3292,5,10972878636.0
15094,1999,1,48,50173,95.67,0.0,3292,1,10972878636.0
15095,1999,1,224,257244,87.08,0.0,3292,2,10972878636.0
15096,1999,1,129,251394,51.31,0.0,3292,2,10972878636.0
15097,1999,0,37,121573,30.43,0.0,3292,1,10972878636.0
15098,1999,0,84,409039,20.54,0.0,3292,5,10972878636.0
15099,1999,0,97,489403,19.82,0.0,3292,0,10972878636.0
15100,1999,0,24,244706,9.81,0.0,3292,2,10972878636.0
15101,1999,0,22,256587,8.57,0.0,3292,2,10972878636.0
15102,1999,1,8,270111,2.96,0.0,3292,4,10972878636.0
15103,1999,0,1,259230,0.39,0.0,3292,4,10972878636.0
15104,2000,1,595,451103,131.9,0.754,3481,0,11539211480.0
15105,2000,1,324,276055,117.37,0.754,3481,5,11539211480.0
15106,2000,1,221,249865,88.45,0.754,3481,2,11539211480.0
15107,2000,1,40,50557,79.12,0.754,3481,1,11539211480.0
15108,2000,1,131,252489,51.88,0.754,3481,2,11539211480.0
15109,2000,0,36,124608,28.89,0.754,3481,1,11539211480.0
15110,2000,0,101,405061,24.93,0.754,3481,5,11539211480.0
15111,2000,0,121,493992,24.49,0.754,3481,0,11539211480.0
15112,2000,0,31,252324,12.29,0.754,3481,2,11539211480.0
15113,2000,0,25,245035,10.2,0.754,3481,2,11539211480.0
15114,2000,1,6,262637,2.28,0.754,3481,4,11539211480.0
15115,2000,0,0,251399,0.0,0.754,3481,4,11539211480.0
15116,2001,1,559,453841,123.17,0.0,3719,0,12252498921.0
15117,2001,1,322,276422,116.49,0.0,3719,5,12252498921.0
15118,2001,1,57,51713,110.22,0.0,3719,5,12252498921.0
15119,2001,1,190,243174,78.13,0.0,3719,2,12252498921.0
15120,2001,1,119,253439,46.95,0.0,3719,4,12252498921.0
15121,2001,0,40,128791,31.06,0.0,3719,5,12252498921.0
15122,2001,0,113,496684,22.75,0.0,3719,0,12252498921.0
15123,2001,0,87,402028,21.64,0.0,3719,5,12252498921.0
15124,2001,0,19,247712,7.67,0.0,3719,2,12252498921.0
15125,2001,0,18,245848,7.32,0.0,3719,4,12252498921.0
15126,2001,1,8,252622,3.17,0.0,3719,4,12252498921.0
15127,2001,0,1,241864,0.41,0.0,3719,4,12252498921.0
15128,2002,1,613,456468,134.29,0.0,4360,0,14278357284.0
15129,2002,1,285,275961,103.28,0.0,4360,5,14278357284.0
15130,2002,1,47,54325,86.52,0.0,4360,5,14278357284.0
15131,2002,1,204,237814,85.78,0.0,4360,2,14278357284.0
15132,2002,1,156,255044,61.17,0.0,4360,4,14278357284.0
15133,2002,0,39,135785,28.72,0.0,4360,5,14278357284.0
15134,2002,0,85,399066,21.3,0.0,4360,5,14278357284.0
15135,2002,0,74,498421,14.85,0.0,4360,0,14278357284.0
15136,2002,0,28,242244,11.56,0.0,4360,2,14278357284.0
15137,2002,0,15,247514,6.06,0.0,4360,4,14278357284.0
15138,2002,1,4,240849,1.66,0.0,4360,4,14278357284.0
15139,2002,0,1,230997,0.43,0.0,4360,4,14278357284.0
15140,2003,1,529,458658,115.34,0.0,5778,0,18802576988.0
15141,2003,1,288,274066,105.08,0.0,5778,5,18802576988.0
15142,2003,1,53,57169,92.71,0.0,5778,5,18802576988.0
15143,2003,1,205,233362,87.85,0.0,5778,2,18802576988.0
15144,2003,1,122,255707,47.71,0.0,5778,4,18802576988.0
15145,2003,0,36,143383,25.11,0.0,5778,5,18802576988.0
15146,2003,0,111,499080,22.24,0.0,5778,0,18802576988.0
15147,2003,0,72,396850,18.14,0.0,5778,5,18802576988.0
15148,2003,0,24,237053,10.12,0.0,5778,2,18802576988.0
15149,2003,0,11,247710,4.44,0.0,5778,4,18802576988.0
15150,2003,0,2,220424,0.91,0.0,5778,4,18802576988.0
15151,2003,1,2,230665,0.87,0.0,5778,4,18802576988.0
15152,2004,1,491,457735,107.27,0.0,7028,0,22649930576.0
15153,2004,1,271,272871,99.31,0.0,7028,5,22649930576.0
15154,2004,1,193,227897,84.69,0.0,7028,2,22649930576.0
15155,2004,1,48,60017,79.98,0.0,7028,5,22649930576.0
15156,2004,1,115,254022,45.27,0.0,7028,4,22649930576.0
15157,2004,0,41,150000,27.33,0.0,7028,5,22649930576.0
15158,2004,0,98,496461,19.74,0.0,7028,0,22649930576.0
15159,2004,0,73,395331,18.47,0.0,7028,5,22649930576.0
15160,2004,0,24,231241,10.38,0.0,7028,2,22649930576.0
15161,2004,0,19,245226,7.75,0.0,7028,4,22649930576.0
15162,2004,1,6,221380,2.71,0.0,7028,4,22649930576.0
15163,2004,0,1,210788,0.47,0.0,7028,4,22649930576.0
15164,2005,1,289,271641,106.39,0.806,8229,5,26125575942.0
15165,2005,1,469,453800,103.35,0.806,8229,0,26125575942.0
15166,2005,1,52,62849,82.74,0.806,8229,5,26125575942.0
15167,2005,1,172,221170,77.77,0.806,8229,2,26125575942.0
15168,2005,1,100,249053,40.15,0.806,8229,4,26125575942.0
15169,2005,0,34,154994,21.94,0.806,8229,5,26125575942.0
15170,2005,0,86,393282,21.87,0.806,8229,5,26125575942.0
15171,2005,0,84,492082,17.07,0.806,8229,0,26125575942.0
15172,2005,0,19,223982,8.48,0.806,8229,2,26125575942.0
15173,2005,0,11,240386,4.58,0.806,8229,4,26125575942.0
15174,2005,1,2,211022,0.95,0.806,8229,4,26125575942.0
15175,2005,0,1,200467,0.5,0.806,8229,4,26125575942.0
15176,2006,1,238,269578,88.29,0.0,9667,5,30216060233.0
15177,2006,1,366,450132,81.31,0.0,9667,0,30216060233.0
15178,2006,1,51,65428,77.95,0.0,9667,5,30216060233.0
15179,2006,1,96,214726,44.71,0.0,9667,2,30216060233.0
15180,2006,1,97,244528,39.67,0.0,9667,4,30216060233.0
15181,2006,0,37,159540,23.19,0.0,9667,5,30216060233.0
15182,2006,0,59,390589,15.11,0.0,9667,5,30216060233.0
15183,2006,0,70,488597,14.33,0.0,9667,0,30216060233.0
15184,2006,0,19,217069,8.75,0.0,9667,2,30216060233.0
15185,2006,0,10,236885,4.22,0.0,9667,4,30216060233.0
15186,2006,1,5,199438,2.51,0.0,9667,4,30216060233.0
15187,2006,0,1,189257,0.53,0.0,9667,4,30216060233.0
15188,2007,1,220,267333,82.29,0.0,12869,5,39738180077.0
15189,2007,1,51,67551,75.5,0.0,12869,5,39738180077.0
15190,2007,1,326,447405,72.86,0.0,12869,0,39738180077.0
15191,2007,1,146,210164,69.47,0.0,12869,2,39738180077.0
15192,2007,1,101,243589,41.46,0.0,12869,4,39738180077.0
15193,2007,0,40,164150,24.37,0.0,12869,5,39738180077.0
15194,2007,0,60,485943,12.35,0.0,12869,0,39738180077.0
15195,2007,0,46,387684,11.87,0.0,12869,5,39738180077.0
15196,2007,0,17,212154,8.01,0.0,12869,2,39738180077.0
15197,2007,0,10,236177,4.23,0.0,12869,4,39738180077.0
15198,2007,0,4,177982,2.25,0.0,12869,3,39738180077.0
15199,2007,1,4,187735,2.13,0.0,12869,3,39738180077.0
15200,2008,1,401,444829,90.15,0.0,15669,0,47850551149.0
15201,2008,1,56,69533,80.54,0.0,15669,5,47850551149.0
15202,2008,1,155,207780,74.6,0.0,15669,2,47850551149.0
15203,2008,1,190,264954,71.71,0.0,15669,5,47850551149.0
15204,2008,1,114,242106,47.09,0.0,15669,4,47850551149.0
15205,2008,0,36,168662,21.34,0.0,15669,5,47850551149.0
15206,2008,0,60,384300,15.61,0.0,15669,5,47850551149.0
15207,2008,0,65,483453,13.44,0.0,15669,0,47850551149.0
15208,2008,0,17,234198,7.26,0.0,15669,4,47850551149.0
15209,2008,0,15,208792,7.18,0.0,15669,2,47850551149.0
15210,2008,1,2,177345,1.13,0.0,15669,3,47850551149.0
15211,2008,0,0,167804,0.0,0.0,15669,3,47850551149.0
15212,2009,1,428,440281,97.21,0.0,12412,0,37440673478.0
15213,2009,1,239,263507,90.7,0.0,12412,5,37440673478.0
15214,2009,1,57,71090,80.18,0.0,12412,5,37440673478.0
15215,2009,1,116,205749,56.38,0.0,12412,2,37440673478.0
15216,2009,1,109,237032,45.99,0.0,12412,4,37440673478.0
15217,2009,0,40,172277,23.22,0.0,12412,5,37440673478.0
15218,2009,0,65,480247,13.53,0.0,12412,0,37440673478.0
15219,2009,0,48,381948,12.57,0.0,12412,5,37440673478.0
15220,2009,0,15,205781,7.29,0.0,12412,2,37440673478.0
15221,2009,0,16,229147,6.98,0.0,12412,4,37440673478.0
15222,2009,1,3,169250,1.77,0.0,12412,3,37440673478.0
15223,2009,0,2,160188,1.25,0.0,12412,3,37440673478.0
15224,2010,1,219,262907,83.3,0.827,12584,5,37120517694.0
15225,2010,1,357,430396,82.95,0.827,12584,2,37120517694.0
15226,2010,1,49,72479,67.61,0.827,12584,5,37120517694.0
15227,2010,1,110,198028,55.55,0.827,12584,2,37120517694.0
15228,2010,1,93,227810,40.82,0.827,12584,4,37120517694.0
15229,2010,0,41,175611,23.35,0.827,12584,5,37120517694.0
15230,2010,0,72,471491,15.27,0.827,12584,2,37120517694.0
15231,2010,0,50,380465,13.14,0.827,12584,5,37120517694.0
15232,2010,0,14,218961,6.39,0.827,12584,4,37120517694.0
15233,2010,0,11,196906,5.59,0.827,12584,2,37120517694.0
15234,2010,0,1,153084,0.65,0.827,12584,3,37120517694.0
15235,2010,1,1,161599,0.62,0.827,12584,3,37120517694.0
15236,2011,1,349,420391,83.02,0.831,15097,2,43476873413.0
15237,2011,1,213,262391,81.18,0.831,15097,0,43476873413.0
15238,2011,1,56,74328,75.34,0.831,15097,5,43476873413.0
15239,2011,1,124,189937,65.28,0.831,15097,4,43476873413.0
15240,2011,1,74,217769,33.98,0.831,15097,4,43476873413.0
15241,2011,0,38,179526,21.17,0.831,15097,5,43476873413.0
15242,2011,0,68,378929,17.95,0.831,15097,0,43476873413.0
15243,2011,0,67,460566,14.55,0.831,15097,2,43476873413.0
15244,2011,0,17,187312,9.08,0.831,15097,4,43476873413.0
15245,2011,0,10,207726,4.81,0.831,15097,4,43476873413.0
15246,2011,0,1,146411,0.68,0.831,15097,3,43476873413.0
15247,2011,1,1,154519,0.65,0.831,15097,3,43476873413.0
15248,2012,1,321,413107,77.7,0.833,15099,2,42848195256.0
15249,2012,1,195,263194,74.09,0.833,15099,0,42848195256.0
15250,2012,1,53,76080,69.66,0.833,15099,5,42848195256.0
15251,2012,1,117,187811,62.3,0.833,15099,4,42848195256.0
15252,2012,1,64,209964,30.48,0.833,15099,4,42848195256.0
15253,2012,0,37,183510,20.16,0.833,15099,5,42848195256.0
15254,2012,0,74,451819,16.38,0.833,15099,2,42848195256.0
15255,2012,0,45,378541,11.89,0.833,15099,0,42848195256.0
15256,2012,0,10,183799,5.44,0.833,15099,4,42848195256.0
15257,2012,0,8,199629,4.01,0.833,15099,4,42848195256.0
15258,2012,1,3,149055,2.01,0.833,15099,3,42848195256.0
15259,2012,0,0,141261,0.0,0.833,15099,3,42848195256.0
15260,2013,1,382,405191,94.28,0.837,16538,2,46417340375.0
15261,2013,1,223,265835,83.89,0.837,16538,0,46417340375.0
15262,2013,1,63,77510,81.28,0.837,16538,5,46417340375.0
15263,2013,1,121,188010,64.36,0.837,16538,4,46417340375.0
15264,2013,1,96,203647,47.14,0.837,16538,4,46417340375.0
15265,2013,0,40,186711,21.42,0.837,16538,5,46417340375.0
15266,2013,0,75,442140,16.96,0.837,16538,2,46417340375.0
15267,2013,0,22,182444,12.06,0.837,16538,4,46417340375.0
15268,2013,0,41,380096,10.79,0.837,16538,0,46417340375.0
15269,2013,0,17,192772,8.82,0.837,16538,4,46417340375.0
15270,2013,0,3,137471,2.18,0.837,16538,3,46417340375.0
15271,2013,1,2,144800,1.38,0.837,16538,3,46417340375.0
15272,2014,1,72,78763,91.41,0.839,17442,5,48516371721.0
15273,2014,1,309,396758,77.88,0.839,17442,2,48516371721.0
15274,2014,1,204,269618,75.66,0.839,17442,0,48516371721.0
15275,2014,1,94,189300,49.66,0.839,17442,4,48516371721.0
15276,2014,1,88,197504,44.56,0.839,17442,4,48516371721.0
15277,2014,0,45,189437,23.75,0.839,17442,5,48516371721.0
15278,2014,0,47,383128,12.27,0.839,17442,0,48516371721.0
15279,2014,0,43,431495,9.97,0.839,17442,2,48516371721.0
15280,2014,0,12,186406,6.44,0.839,17442,4,48516371721.0
15281,2014,0,11,182183,6.04,0.839,17442,4,48516371721.0
15282,2014,0,3,135051,2.22,0.839,17442,3,48516371721.0
15283,2014,1,2,141934,1.41,0.839,17442,3,48516371721.0
15284,2015,1,67,79672,84.09,0.0,15073,5,41508609233.0
15285,2015,1,216,273776,78.9,0.0,15073,0,41508609233.0
15286,2015,1,275,387255,71.01,0.0,15073,2,41508609233.0
15287,2015,1,101,190800,52.94,0.0,15073,4,41508609233.0
15288,2015,1,66,188903,34.94,0.0,15073,4,41508609233.0
15289,2015,0,38,191358,19.86,0.0,15073,5,41508609233.0
15290,2015,0,55,386892,14.22,0.0,15073,0,41508609233.0
15291,2015,0,46,419841,10.96,0.0,15073,2,41508609233.0
15292,2015,0,17,182926,9.29,0.0,15073,4,41508609233.0
15293,2015,0,10,178882,5.59,0.0,15073,4,41508609233.0
15294,2015,0,3,133506,2.25,0.0,15073,3,41508609233.0
15295,2015,1,2,140115,1.43,0.0,15073,3,41508609233.0
15296,2016,1,78,80426,96.98,0.0,15742,5,42773029835.0
15297,2016,1,212,277763,76.32,0.0,15742,0,42773029835.0
15298,2016,1,266,376689,70.62,0.0,15742,2,42773029835.0
15299,2016,1,96,191346,50.17,0.0,15742,4,42773029835.0
15300,2016,1,41,177888,23.05,0.0,15742,4,42773029835.0
15301,2016,0,29,193001,15.03,0.0,15742,5,42773029835.0
15302,2016,0,45,390385,11.53,0.0,15742,0,42773029835.0
15303,2016,0,41,406249,10.09,0.0,15742,2,42773029835.0
15304,2016,0,8,182632,4.38,0.0,15742,4,42773029835.0
15305,2016,0,6,168917,3.55,0.0,15742,4,42773029835.0
15306,1985,1,6,6900,86.96,0.752,13743,1,4738559685.0
15307,1985,1,14,30200,46.36,0.752,13743,1,4738559685.0
15308,1985,0,4,13500,29.63,0.752,13743,1,4738559685.0
15309,1985,1,12,50200,23.9,0.752,13743,5,4738559685.0
15310,1985,0,6,29800,20.13,0.752,13743,0,4738559685.0
15311,1985,0,5,47900,10.44,0.752,13743,5,4738559685.0
15312,1985,1,3,29900,10.03,0.752,13743,0,4738559685.0
15313,1985,1,2,21700,9.22,0.752,13743,2,4738559685.0
15314,1985,1,2,28100,7.12,0.752,13743,2,4738559685.0
15315,1985,0,1,27800,3.6,0.752,13743,2,4738559685.0
15316,1985,0,0,20500,0.0,0.752,13743,2,4738559685.0
15317,1985,0,0,38300,0.0,0.752,13743,1,4738559685.0
15318,1986,1,3,7100,42.25,0.0,20004,1,6921264132.0
15319,1986,1,13,30800,42.21,0.0,20004,1,6921264132.0
15320,1986,1,7,30200,23.18,0.0,20004,0,6921264132.0
15321,1986,1,11,50300,21.87,0.0,20004,5,6921264132.0
15322,1986,0,7,38600,18.13,0.0,20004,1,6921264132.0
15323,1986,0,4,30200,13.25,0.0,20004,0,6921264132.0
15324,1986,1,3,27800,10.79,0.0,20004,2,6921264132.0
15325,1986,0,1,13900,7.19,0.0,20004,1,6921264132.0
15326,1986,0,2,47900,4.18,0.0,20004,5,6921264132.0
15327,1986,0,0,27500,0.0,0.0,20004,2,6921264132.0
15328,1986,0,0,20300,0.0,0.0,20004,2,6921264132.0
15329,1986,1,0,21400,0.0,0.0,20004,2,6921264132.0
15330,1987,1,3,7200,41.67,0.0,24654,1,8614215559.0
15331,1987,1,19,51000,37.25,0.0,24654,5,8614215559.0
15332,1987,1,10,31100,32.15,0.0,24654,0,8614215559.0
15333,1987,0,12,39000,30.77,0.0,24654,1,8614215559.0
15334,1987,1,9,31500,28.57,0.0,24654,1,8614215559.0
15335,1987,0,3,14400,20.83,0.0,24654,1,8614215559.0
15336,1987,0,8,48600,16.46,0.0,24654,5,8614215559.0
15337,1987,1,4,27400,14.6,0.0,24654,2,8614215559.0
15338,1987,0,3,26500,11.32,0.0,24654,2,8614215559.0
15339,1987,0,3,31200,9.62,0.0,24654,0,8614215559.0
15340,1987,0,0,20200,0.0,0.0,24654,2,8614215559.0
15341,1987,1,0,21300,0.0,0.0,24654,2,8614215559.0
15342,1988,1,15,31700,47.32,0.0,27676,0,9750161053.0
15343,1988,1,14,31700,44.16,0.0,27676,1,9750161053.0
15344,1988,1,18,51900,34.68,0.0,27676,5,9750161053.0
15345,1988,1,2,7300,27.4,0.0,27676,1,9750161053.0
15346,1988,0,8,39000,20.51,0.0,27676,1,9750161053.0
15347,1988,1,3,27000,11.11,0.0,27676,2,9750161053.0
15348,1988,0,5,49400,10.12,0.0,27676,5,9750161053.0
15349,1988,0,3,31600,9.49,0.0,27676,0,9750161053.0
15350,1988,0,1,14900,6.71,0.0,27676,1,9750161053.0
15351,1988,0,0,25900,0.0,0.0,27676,2,9750161053.0
15352,1988,0,0,20400,0.0,0.0,27676,2,9750161053.0
15353,1988,1,0,21500,0.0,0.0,27676,2,9750161053.0
15354,1989,1,5,7600,65.79,0.0,29239,1,10391504709.0
15355,1989,1,13,32000,40.63,0.0,29239,1,10391504709.0
15356,1989,1,20,52900,37.81,0.0,29239,5,10391504709.0
15357,1989,1,9,32500,27.69,0.0,29239,0,10391504709.0
15358,1989,1,6,26300,22.81,0.0,29239,2,10391504709.0
15359,1989,0,3,15300,19.61,0.0,29239,1,10391504709.0
15360,1989,0,7,50200,13.94,0.0,29239,5,10391504709.0
15361,1989,0,4,39100,10.23,0.0,29239,1,10391504709.0
15362,1989,0,3,31900,9.4,0.0,29239,0,10391504709.0
15363,1989,0,1,20700,4.83,0.0,29239,2,10391504709.0
15364,1989,1,1,21700,4.61,0.0,29239,2,10391504709.0
15365,1989,0,1,25200,3.97,0.0,29239,2,10391504709.0
15366,1990,1,4,7700,51.95,0.779,36871,1,13229247948.0
15367,1990,1,12,32400,37.04,0.779,36871,1,13229247948.0
15368,1990,1,16,53800,29.74,0.779,36871,5,13229247948.0
15369,1990,1,9,33200,27.11,0.779,36871,0,13229247948.0
15370,1990,0,4,15500,25.81,0.779,36871,1,13229247948.0
15371,1990,1,6,25900,23.17,0.779,36871,2,13229247948.0
15372,1990,0,10,51100,19.57,0.779,36871,5,13229247948.0
15373,1990,0,5,39200,12.76,0.779,36871,1,13229247948.0
15374,1990,0,2,32300,6.19,0.779,36871,0,13229247948.0
15375,1990,0,0,24700,0.0,0.779,36871,2,13229247948.0
15376,1990,0,0,21000,0.0,0.779,36871,2,13229247948.0
15377,1990,1,0,22000,0.0,0.779,36871,2,13229247948.0
15378,1991,1,8,7700,103.9,0.0,39465,1,14321878795.0
15379,1991,1,16,32900,48.63,0.0,39465,5,14321878795.0
15380,1991,1,17,55000,30.91,0.0,39465,0,14321878795.0
15381,1991,1,9,34000,26.47,0.0,39465,0,14321878795.0
15382,1991,0,12,52100,23.03,0.0,39465,0,14321878795.0
15383,1991,0,9,39500,22.78,0.0,39465,5,14321878795.0
15384,1991,1,4,25600,15.63,0.0,39465,2,14321878795.0
15385,1991,0,1,15600,6.41,0.0,39465,1,14321878795.0
15386,1991,0,1,32600,3.07,0.0,39465,0,14321878795.0
15387,1991,0,0,24300,0.0,0.0,39465,2,14321878795.0
15388,1991,0,0,21200,0.0,0.0,39465,4,14321878795.0
15389,1991,1,0,22400,0.0,0.0,39465,4,14321878795.0
15390,1992,1,6,7600,78.95,0.0,43740,1,16065740778.0
15391,1992,0,4,15500,25.81,0.0,43740,1,16065740778.0
15392,1992,0,10,40100,24.94,0.0,43740,5,16065740778.0
15393,1992,1,7,33400,20.96,0.0,43740,5,16065740778.0
15394,1992,0,10,53200,18.8,0.0,43740,0,16065740778.0
15395,1992,1,9,56100,16.04,0.0,43740,0,16065740778.0
15396,1992,1,5,34600,14.45,0.0,43740,0,16065740778.0
15397,1992,0,4,33100,12.08,0.0,43740,0,16065740778.0
15398,1992,0,2,23800,8.4,0.0,43740,2,16065740778.0
15399,1992,1,2,25200,7.94,0.0,43740,2,16065740778.0
15400,1992,0,0,21800,0.0,0.0,43740,4,16065740778.0
15401,1992,1,0,22900,0.0,0.0,43740,4,16065740778.0
15402,1993,1,4,7500,53.33,0.0,44320,1,16486900187.0
15403,1993,1,10,24900,40.16,0.0,44320,2,16486900187.0
15404,1993,1,22,57300,38.39,0.0,44320,0,16486900187.0
15405,1993,0,8,40800,19.61,0.0,44320,5,16486900187.0
15406,1993,1,6,34200,17.54,0.0,44320,5,16486900187.0
15407,1993,1,6,34900,17.19,0.0,44320,0,16486900187.0
15408,1993,0,5,54200,9.23,0.0,44320,0,16486900187.0
15409,1993,0,1,15300,6.54,0.0,44320,1,16486900187.0
15410,1993,0,2,33500,5.97,0.0,44320,0,16486900187.0
15411,1993,0,0,23700,0.0,0.0,44320,2,16486900187.0
15412,1993,0,0,22300,0.0,0.0,44320,4,16486900187.0
15413,1993,1,0,23400,0.0,0.0,44320,4,16486900187.0
15414,1994,1,8,7500,106.67,0.0,48610,1,18325791415.0
15415,1994,1,15,35000,42.86,0.0,48610,5,18325791415.0
15416,1994,1,22,58400,37.67,0.0,48610,0,18325791415.0
15417,1994,1,7,24700,28.34,0.0,48610,2,18325791415.0
15418,1994,1,9,35000,25.71,0.0,48610,0,18325791415.0
15419,1994,0,5,41300,12.11,0.0,48610,5,18325791415.0
15420,1994,0,4,55400,7.22,0.0,48610,0,18325791415.0
15421,1994,0,1,15300,6.54,0.0,48610,1,18325791415.0
15422,1994,0,2,33900,5.9,0.0,48610,0,18325791415.0
15423,1994,0,1,23700,4.22,0.0,48610,2,18325791415.0
